epoch	accuracy	dice_coef	loss	lr	mean_io_u_2	precision	val_accuracy	val_dice_coef	val_loss	val_mean_io_u_2	val_precision
21	0.9960473775863647	0.5838527679443359	0.009301661513745785	0.00020000001	0.7716789841651917	0.9960473775863647	0.9987683892250061	0.5532171130180359	0.003925024997442961	0.8013707399368286	0.9987683892250061
22	0.9960473775863647	0.5836149454116821	0.009178332053124905	0.00020000001	0.7813555598258972	0.9960474967956543	0.9987683892250061	0.5553576946258545	0.003973295446485281	0.7946956157684326	0.9987683296203613
23	0.9960473775863647	0.5845092535018921	0.009852997958660126	0.00020000001	0.7814217805862427	0.9960473775863647	0.9987683892250061	0.548096239566803	0.005057992413640022	0.7612387537956238	0.9987683892250061
24	0.9960473775863647	0.5907202959060669	0.008843488059937954	0.00020000001	0.7755890488624573	0.9960473775863647	0.9987683892250061	0.5595846772193909	0.0036063152365386486	0.8082389831542969	0.9987683892250061
25	0.9960473775863647	0.5914300084114075	0.008936993777751923	0.00020000001	0.7866693139076233	0.9960474967956543	0.9987683892250061	0.5559604167938232	0.004230871330946684	0.7760108709335327	0.9987683296203613
26	0.9960482716560364	0.5975977182388306	0.008311213925480843	0.00020000001	0.7761433124542236	0.9960483312606812	0.9987877011299133	0.5633876919746399	0.0033518860582262278	0.8068110346794128	0.9987877011299133
27	0.9962146282196045	0.602114200592041	0.00815698504447937	0.00020000001	0.7921710014343262	0.9962145090103149	0.9990521669387817	0.5613510012626648	0.0037715048529207706	0.7886056900024414	0.9990522265434265
28	0.9972243309020996	0.6054888963699341	0.00816773809492588	0.00020000001	0.7867599725723267	0.9972243309020996	0.9991397261619568	0.5640112161636353	0.003577794646844268	0.7899770736694336	0.9991397857666016
29	0.9976905584335327	0.6099231839179993	0.007690579164773226	0.00020000001	0.7785478234291077	0.9976903796195984	0.9991251826286316	0.5709211826324463	0.0029507859144359827	0.8108929395675659	0.9991251826286316
30	0.9977443218231201	0.6151905655860901	0.007663260214030743	0.00020000001	0.782821536064148	0.9977442622184753	0.9991770386695862	0.5758691430091858	0.0028147015254944563	0.8113884925842285	0.9991769790649414
31	0.9978692531585693	0.6227775812149048	0.007385227829217911	0.00020000001	0.7895129323005676	0.9978691935539246	0.9992075562477112	0.5773982405662537	0.002891074400395155	0.8041000962257385	0.9992075562477112
32	0.9979475736618042	0.6285341382026672	0.00726964371278882	0.00020000001	0.7964223623275757	0.9979473948478699	0.9991769790649414	0.5766510963439941	0.002943915780633688	0.8038773536682129	0.9991769790649414
33	0.9978915452957153	0.6309413313865662	0.007078018970787525	0.00020000001	0.792569637298584	0.9978913068771362	0.999190092086792	0.5828556418418884	0.0029024442192167044	0.7989619970321655	0.999190092086792
34	0.9981450438499451	0.6440956592559814	0.006351143587380648	4,00E+02	0.7904819250106812	0.9981452226638794	0.9992585778236389	0.5877561569213867	0.0025960032362490892	0.8064624071121216	0.9992585778236389
35	0.998129665851593	0.6471207737922668	0.006309277378022671	4,00E+02	0.7953814268112183	0.9981297254562378	0.9992085099220276	0.5856874585151672	0.002830339130014181	0.8007124662399292	0.9992085099220276
